"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Sugano, Tomoyuki",608372,BAL,FS,Split-Finger,0.3,2,602,23.5,177,0.218,0.324,0.258,28.4,28.2,21.7,0.248,0.398,0.293,27.5
"Jansen, Kenley",445276,LAA,FC,Cutter,1.8,13,707,81.4,176,0.164,0.302,0.255,25.2,21.0,22.3,0.217,0.453,0.316,46.8
"Mejia, Juan",675848,COL,FF,4-Seam Fastball,0.6,5,721,67.1,175,0.219,0.322,0.315,28.6,22.9,20.1,0.187,0.266,0.277,32.4
"Povich, Cade",700249,BAL,FF,4-Seam Fastball,0.1,1,733,37.2,175,0.268,0.444,0.352,18.6,22.9,21.9,0.283,0.578,0.403,52.2
"Severino, Luis",622663,ATH,ST,Sweeper,0.0,0,677,24.8,175,0.187,0.323,0.273,22.7,28.0,18.1,0.207,0.359,0.292,36.1
"Severino, Luis",622663,ATH,FF,4-Seam Fastball,-0.3,-2,766,28.0,174,0.281,0.438,0.334,21.9,22.4,15.4,0.288,0.48,0.354,54.8
"King, Bryan",687911,HOU,FF,4-Seam Fastball,0.4,3,656,62.7,174,0.23,0.4,0.303,24.1,25.3,22.0,0.227,0.383,0.283,34.4
"Alcantara, Sandy",645261,MIA,CH,Changeup,0.1,1,672,23.2,174,0.228,0.323,0.282,27.9,19.0,14.9,0.231,0.322,0.281,30.2
"Hanifee, Brenan",669724,DET,SI,Sinker,-0.2,-1,592,62.6,174,0.278,0.42,0.357,10.9,10.9,16.8,0.277,0.437,0.329,45.1
"Francis, Bowden",670102,TOR,FF,4-Seam Fastball,-0.6,-4,639,56.0,174,0.282,0.5,0.364,15.1,14.4,14.0,0.279,0.468,0.353,54.5
"Cantillo, Joey",676282,CLE,FF,4-Seam Fastball,-0.5,-3,687,42.0,173,0.238,0.463,0.367,14.9,20.2,21.9,0.275,0.519,0.39,57.1
"Martin, Davis",663436,CWS,CH,Changeup,0.0,0,563,24.4,173,0.229,0.319,0.288,17.9,15.6,14.3,0.307,0.424,0.332,53.2
"Rasmussen, Drew",656876,TB,FC,Cutter,2.0,15,728,31.4,173,0.169,0.294,0.228,26.9,19.1,14.9,0.218,0.344,0.268,41.9
"Matz, Steven",571927,BOS,SI,Sinker,1.2,8,677,58.4,173,0.264,0.393,0.312,16.4,19.1,18.0,0.247,0.4,0.298,44.3
"Senga, Kodai",673540,NYM,FS,Split-Finger,1.5,8,542,28.5,173,0.13,0.188,0.211,41.8,41.0,24.9,0.141,0.205,0.21,21.7
"Gordon, Tanner",685299,COL,FF,4-Seam Fastball,-0.9,-6,657,52.8,171,0.297,0.516,0.386,14.1,22.2,20.4,0.29,0.551,0.382,52.5
"Suarez, Robert",663158,SD,FF,4-Seam Fastball,2.2,15,682,63.4,171,0.155,0.239,0.218,24.0,30.4,23.0,0.211,0.382,0.288,45.7
"Gilbert, Logan",669302,SEA,SL,Slider,-0.2,-1,760,35.3,170,0.255,0.51,0.354,34.5,22.9,19.9,0.251,0.484,0.338,37.0
"Márquez, Germán",608566,COL,CU,Curveball,-0.8,-5,666,31.9,170,0.205,0.416,0.316,36.4,33.5,20.4,0.213,0.38,0.275,43.3
"Lodolo, Nick",666157,CIN,CU,Curveball,0.2,1,711,28.7,170,0.195,0.325,0.262,40.3,38.2,22.3,0.138,0.257,0.212,33.0
"Junk, Janson",676083,MIA,FF,4-Seam Fastball,0.1,1,611,37.7,170,0.28,0.452,0.334,14.6,17.6,14.7,0.271,0.456,0.328,53.4
"Flaherty, Jack",656427,DET,SL,Slider,0.1,1,669,23.6,170,0.23,0.349,0.306,29.5,24.7,19.7,0.232,0.372,0.302,45.0
"Peterson, David",656849,NYM,SL,Slider,0.1,0,516,19.1,169,0.228,0.37,0.284,38.0,40.2,28.7,0.226,0.387,0.279,51.1
"Latz, Jacob",656641,TEX,FF,4-Seam Fastball,1.6,11,685,49.4,169,0.193,0.327,0.272,23.8,21.9,16.1,0.249,0.434,0.332,52.6
"Gray, Sonny",543243,STL,SI,Sinker,0.1,1,490,18.0,169,0.277,0.477,0.357,14.6,26.6,28.1,0.241,0.401,0.306,43.2
"Weaver, Luke",596133,NYY,FF,4-Seam Fastball,0.5,3,621,59.2,169,0.219,0.424,0.312,24.5,26.0,23.9,0.201,0.375,0.285,45.5
"Taillon, Jameson",592791,CHC,FF,4-Seam Fastball,0.4,3,753,38.0,169,0.213,0.458,0.314,17.9,16.6,12.9,0.266,0.517,0.361,51.2
"Hancock, Emerson",676106,SEA,SI,Sinker,-0.2,-1,541,38.0,168,0.297,0.441,0.373,10.0,7.7,14.1,0.316,0.459,0.382,48.9
"Roupp, Landen",694738,SF,CU,Curveball,0.1,1,660,35.7,168,0.197,0.354,0.291,35.8,29.2,23.7,0.186,0.32,0.272,19.8
"Liberatore, Matthew",669461,STL,SL,Slider,0.6,3,506,21.2,167,0.244,0.34,0.282,31.9,31.1,22.5,0.245,0.388,0.296,35.8
"Pagán, Emilio",641941,CIN,FF,4-Seam Fastball,1.3,9,654,61.2,167,0.171,0.336,0.272,24.6,25.7,21.1,0.169,0.366,0.28,43.8
"Corbin, Patrick",571578,TEX,FC,Cutter,0.9,6,648,25.0,167,0.257,0.439,0.34,23.3,15.6,18.8,0.263,0.42,0.34,36.6
"Spence, Mitch",687765,ATH,FC,Cutter,-0.8,-5,612,45.2,166,0.318,0.534,0.416,19.7,12.0,15.2,0.306,0.544,0.392,48.5
"Cabrera, Edward",665795,MIA,CH,Changeup,0.8,5,580,25.8,166,0.203,0.266,0.249,27.3,28.9,23.0,0.238,0.313,0.265,44.5
"Warren, Will",701542,NYY,SI,Sinker,0.9,5,588,21.0,166,0.263,0.368,0.323,13.6,19.3,29.6,0.263,0.391,0.314,52.9
"Berríos, José",621244,TOR,SV,Slurve,-0.8,-5,670,25.9,165,0.232,0.411,0.323,33.3,27.3,20.3,0.239,0.412,0.313,34.9
"Harris, Hogan",663687,ATH,FF,4-Seam Fastball,-0.2,-1,639,56.8,165,0.277,0.394,0.355,22.4,23.0,18.4,0.27,0.393,0.348,39.2
"Keller, Mitch",656605,PIT,ST,Sweeper,0.6,3,547,19.1,165,0.219,0.369,0.27,27.0,29.7,20.2,0.214,0.416,0.278,45.9
"Okert, Steven",595345,HOU,SL,Slider,2.4,14,608,57.8,165,0.147,0.263,0.188,40.7,38.8,30.9,0.159,0.287,0.206,29.2
"Soroka, Michael",647336,CHC,FF,4-Seam Fastball,-0.5,-4,694,45.4,165,0.281,0.527,0.389,20.1,20.0,17.9,0.255,0.468,0.351,47.8
"Schlittler, Cam",693645,NYY,FF,4-Seam Fastball,1.4,9,700,55.9,165,0.173,0.273,0.273,27.9,31.5,23.1,0.208,0.358,0.313,47.1
"Ashcraft, Graham",668933,CIN,FC,Cutter,-1.3,-8,562,54.1,164,0.328,0.438,0.401,18.2,10.4,15.3,0.31,0.442,0.379,34.7
"Allen, Logan",671106,CLE,ST,Sweeper,-1.0,-7,636,23.5,164,0.215,0.375,0.312,27.0,28.7,19.7,0.185,0.353,0.279,31.3
"Kremer, Dean",665152,BAL,FF,4-Seam Fastball,-0.4,-3,715,26.6,163,0.278,0.486,0.363,15.9,13.5,11.2,0.268,0.493,0.36,50.8
"Mlodzinski, Carmen",669387,PIT,FF,4-Seam Fastball,0.2,1,596,36.2,162,0.241,0.401,0.336,17.9,17.9,16.0,0.234,0.391,0.329,43.6
"Abreu, Bryan",650556,HOU,SL,Slider,1.8,10,576,48.4,162,0.193,0.29,0.276,46.1,37.7,34.1,0.212,0.339,0.28,42.4
"Walker, Ryan",676254,SF,SI,Sinker,1.0,6,630,61.9,162,0.277,0.345,0.311,17.1,22.8,21.6,0.27,0.36,0.307,41.1
"Lodolo, Nick",666157,CIN,SI,Sinker,-0.2,-1,540,21.8,161,0.336,0.486,0.399,13.4,9.9,14.0,0.312,0.49,0.387,46.4
"Pivetta, Nick",601713,SD,CU,Curveball,0.8,5,638,22.4,161,0.216,0.353,0.275,16.2,21.1,16.4,0.279,0.488,0.342,43.3
"Scherzer, Max",453286,TOR,FF,4-Seam Fastball,0.5,4,674,48.5,160,0.248,0.49,0.343,18.9,19.4,20.4,0.245,0.545,0.359,42.6
"Martin, Davis",663436,CWS,FF,4-Seam Fastball,0.2,2,755,32.7,160,0.225,0.391,0.319,21.5,21.3,15.0,0.233,0.442,0.333,41.5
"Kremer, Dean",665152,BAL,FS,Split-Finger,0.6,3,567,21.1,160,0.206,0.329,0.245,39.2,31.9,20.6,0.183,0.29,0.218,24.0
"Mikolas, Miles",571945,STL,FF,4-Seam Fastball,-1.2,-8,687,27.7,159,0.311,0.655,0.425,18.3,13.8,11.0,0.28,0.657,0.412,50.0
"Kirby, George",669923,SEA,SI,Sinker,-0.7,-4,559,26.8,159,0.309,0.496,0.383,11.5,17.0,22.0,0.292,0.447,0.357,42.6
"Manaea, Sean",640455,NYM,FF,4-Seam Fastball,0.4,3,663,60.5,159,0.264,0.446,0.334,23.2,27.0,18.9,0.245,0.419,0.309,43.4
"Burrows, Mike",681347,PIT,FF,4-Seam Fastball,-1.0,-6,602,39.2,158,0.326,0.529,0.391,16.8,12.7,15.5,0.298,0.54,0.388,49.2
"Rasmussen, Drew",656876,TB,SI,Sinker,0.8,4,531,22.9,158,0.226,0.315,0.288,13.5,19.6,17.8,0.258,0.382,0.308,40.0
"Martinez, Nick",607259,CIN,FC,Cutter,0.3,2,541,21.0,158,0.263,0.474,0.361,19.4,13.3,19.1,0.297,0.48,0.379,34.5
"Gordon, Colton",676467,HOU,FF,4-Seam Fastball,-1.7,-10,595,41.0,158,0.298,0.645,0.418,15.7,20.3,17.4,0.297,0.582,0.394,47.8
"Pomeranz, Drew",519141,CHC,FF,4-Seam Fastball,1.6,10,614,76.8,157,0.207,0.286,0.266,24.1,24.8,22.5,0.233,0.389,0.309,42.7
"Littell, Zack",641793,CIN,FF,4-Seam Fastball,0.2,2,667,23.9,157,0.212,0.452,0.3,22.4,26.8,21.3,0.224,0.463,0.313,48.6
"Hurter, Brant",676428,DET,SI,Sinker,0.6,3,552,52.5,157,0.281,0.359,0.361,13.4,13.4,18.8,0.272,0.4,0.356,42.7
"Allen, Logan",671106,CLE,CH,Changeup,-1.2,-6,497,18.3,156,0.283,0.408,0.313,18.3,13.5,10.7,0.271,0.436,0.31,37.1
"Doval, Camilo",666808,NYY,SL,Slider,1.0,5,529,48.0,156,0.2,0.279,0.264,41.1,37.8,28.2,0.19,0.272,0.25,35.8
"Williams, Gavin",668909,CLE,CU,Curveball,0.9,6,644,22.0,156,0.116,0.181,0.201,34.4,37.2,18.9,0.171,0.256,0.239,33.3
"Lodolo, Nick",666157,CIN,FF,4-Seam Fastball,-0.3,-2,689,27.8,155,0.209,0.418,0.273,24.9,35.5,21.5,0.214,0.419,0.27,49.5
"Skubal, Tarik",669373,DET,SI,Sinker,1.3,9,681,23.9,155,0.289,0.456,0.333,18.3,20.0,27.9,0.271,0.437,0.316,37.8
"Pfaadt, Brandon",694297,AZ,FF,4-Seam Fastball,-0.4,-3,682,23.4,155,0.27,0.46,0.345,20.7,19.4,14.4,0.317,0.667,0.432,55.5
"Mikolas, Miles",571945,STL,SL,Slider,-0.2,-1,580,23.4,155,0.25,0.472,0.329,17.8,11.0,13.9,0.287,0.536,0.367,38.5
"Uribe, Abner",682842,MIL,SI,Sinker,1.5,9,603,51.8,155,0.248,0.307,0.302,20.1,14.8,20.7,0.273,0.381,0.326,42.2
"Rodón, Carlos",607074,NYY,CH,Changeup,1.2,6,519,16.2,155,0.197,0.286,0.233,35.0,22.6,18.1,0.219,0.331,0.258,36.8
"Luzardo, Jesús",666200,PHI,CH,Changeup,1.2,6,521,17.3,155,0.224,0.315,0.278,36.2,20.6,19.0,0.24,0.345,0.287,27.0
"Miller, Bryce",682243,SEA,FF,4-Seam Fastball,-1.2,-8,631,40.9,154,0.237,0.556,0.368,23.0,18.2,15.7,0.247,0.509,0.357,45.5
"Dreyer, Jack",676263,LAD,SL,Slider,1.9,10,529,46.2,154,0.193,0.269,0.224,30.1,27.9,22.4,0.186,0.279,0.221,39.0
"Lodolo, Nick",666157,CIN,CH,Changeup,1.3,7,538,21.7,154,0.201,0.326,0.269,27.5,12.3,15.8,0.257,0.401,0.304,33.1
"Abbott, Andrew",671096,CIN,CH,Changeup,0.7,3,526,19.6,154,0.215,0.349,0.274,25.2,16.9,16.1,0.258,0.432,0.307,22.8
"Burke, Sean",680732,CWS,SL,Slider,-1.3,-7,520,21.9,153,0.264,0.543,0.381,26.4,14.4,16.3,0.285,0.562,0.376,43.3
"Kirby, George",669923,SEA,FF,4-Seam Fastball,1.1,7,601,28.8,153,0.188,0.341,0.272,30.7,33.3,23.3,0.21,0.374,0.292,42.5
"Civale, Aaron",650644,CHC,FC,Cutter,-0.3,-2,611,35.0,153,0.252,0.467,0.358,24.9,21.6,18.9,0.241,0.443,0.334,40.8
"Rogers, Trevor",669432,BAL,FF,4-Seam Fastball,2.4,16,665,40.9,153,0.158,0.252,0.222,24.1,29.4,23.3,0.197,0.375,0.276,47.9
"Lopez, Jacob",682052,ATH,SL,Slider,1.1,6,509,30.6,153,0.201,0.324,0.272,32.7,30.7,21.8,0.194,0.299,0.253,28.0
"Leasure, Jordan",673929,CWS,FF,4-Seam Fastball,-1.1,-6,605,53.5,152,0.227,0.485,0.352,25.6,29.6,22.2,0.202,0.401,0.308,45.5
"Giolito, Lucas",608337,BOS,SL,Slider,0.2,1,606,25.6,152,0.234,0.333,0.276,32.1,25.7,20.2,0.251,0.413,0.31,35.6
"Gray, Sonny",543243,STL,FF,4-Seam Fastball,-0.6,-4,589,21.7,151,0.376,0.594,0.446,19.1,4.6,11.7,0.356,0.578,0.431,40.9
"Leiter, Jack",683004,TEX,SL,Slider,0.3,2,602,23.3,150,0.239,0.399,0.313,26.3,17.3,15.1,0.224,0.4,0.299,35.7
"Peralta, Freddy",642547,MIL,CH,Changeup,1.3,9,655,21.2,150,0.173,0.271,0.25,35.2,25.3,20.9,0.192,0.304,0.268,32.3
"Stanek, Ryne",592773,NYM,FF,4-Seam Fastball,0.3,2,607,57.1,150,0.268,0.394,0.351,24.4,21.3,16.6,0.261,0.458,0.361,44.8
"Fedde, Erick",607200,MIL,ST,Sweeper,-0.4,-2,615,26.0,150,0.191,0.344,0.288,26.0,18.7,13.2,0.224,0.423,0.322,36.2
"Wilson, Steven",621051,CWS,ST,Sweeper,0.9,5,568,58.3,149,0.215,0.338,0.28,26.6,17.4,16.6,0.237,0.391,0.308,27.3
"Mikolas, Miles",571945,STL,SI,Sinker,-0.4,-2,421,17.0,149,0.272,0.426,0.343,10.0,16.8,17.2,0.269,0.445,0.335,43.8
"Vásquez, Randy",681190,SD,FC,Cutter,-1.0,-5,535,24.9,149,0.268,0.447,0.365,17.7,11.4,13.2,0.261,0.493,0.377,29.6
"Soriano, José",667755,LAA,CU,Curveball,0.1,1,743,26.7,148,0.187,0.336,0.282,42.9,37.2,26.8,0.168,0.294,0.241,25.0
"Peralta, Wandy",593974,SD,SI,Sinker,0.7,3,518,45.5,148,0.242,0.331,0.335,17.0,14.9,19.0,0.287,0.441,0.363,43.8
"Palencia, Daniel",694037,CHC,FF,4-Seam Fastball,0.9,5,602,71.6,148,0.216,0.366,0.293,23.3,25.7,21.6,0.233,0.392,0.302,55.7
"Morton, Charlie",450203,ATL,FF,4-Seam Fastball,-1.9,-14,702,27.6,148,0.262,0.533,0.387,21.2,22.3,13.7,0.223,0.439,0.341,50.0
"Koenig, Jared",657649,MIL,SI,Sinker,1.5,9,591,56.7,147,0.206,0.298,0.269,19.3,26.5,21.9,0.189,0.306,0.257,37.2
"Kremer, Dean",665152,BAL,FC,Cutter,0.1,1,543,20.2,147,0.219,0.394,0.296,24.2,19.7,19.0,0.217,0.387,0.287,30.6
"Díaz, Edwin",621242,NYM,SL,Slider,1.7,9,505,47.3,147,0.179,0.269,0.244,44.0,40.1,32.2,0.158,0.238,0.216,34.7
"Mahle, Tyler",641816,TEX,FF,4-Seam Fastball,0.5,3,684,49.5,146,0.211,0.344,0.295,23.5,23.3,14.7,0.244,0.453,0.343,48.9
"Rodriguez, Eduardo",593958,AZ,CH,Changeup,-1.8,-10,531,20.5,146,0.304,0.481,0.362,28.6,14.4,16.3,0.272,0.401,0.315,22.4
"Alexander, Jason",669920,HOU,SI,Sinker,-0.1,-1,500,39.9,146,0.336,0.458,0.413,5.3,3.4,9.3,0.351,0.5,0.4,51.6
"Fried, Max",608331,NYY,SI,Sinker,0.7,4,549,17.7,146,0.256,0.376,0.343,25.0,17.8,23.9,0.228,0.331,0.283,49.5
"Estévez, Carlos",608032,KC,FF,4-Seam Fastball,1.2,7,558,53.5,146,0.202,0.364,0.289,19.2,24.7,18.9,0.221,0.445,0.323,44.7
"Chivilli, Angel",683409,COL,FF,4-Seam Fastball,-3.1,-15,469,45.9,145,0.366,0.585,0.459,11.0,6.2,9.7,0.338,0.573,0.435,57.0
"Cameron, Noah",702070,KC,FF,4-Seam Fastball,-0.3,-2,571,26.4,145,0.233,0.473,0.353,12.6,9.0,9.8,0.286,0.55,0.39,44.8
"Alcantara, Sandy",645261,MIA,FF,4-Seam Fastball,-1.2,-6,495,17.1,145,0.236,0.465,0.341,17.0,29.7,15.8,0.226,0.432,0.326,60.5
"Pfaadt, Brandon",694297,AZ,ST,Sweeper,-1.6,-9,542,18.6,145,0.276,0.522,0.361,33.6,29.0,18.7,0.25,0.447,0.32,35.1
"Greene, Hunter",668881,CIN,SL,Slider,0.7,5,611,35.0,145,0.156,0.37,0.256,46.9,37.2,23.4,0.175,0.344,0.256,33.3
"Martinez, Nick",607259,CIN,FF,4-Seam Fastball,-1.3,-7,534,20.7,145,0.316,0.556,0.382,11.3,15.2,12.2,0.3,0.52,0.366,47.8
"Senga, Kodai",673540,NYM,FF,4-Seam Fastball,-1.0,-6,597,31.4,145,0.281,0.547,0.396,19.9,20.7,19.9,0.264,0.491,0.363,55.1
"Schwellenbach, Spencer",680885,ATL,FF,4-Seam Fastball,1.8,10,555,35.3,144,0.217,0.341,0.261,27.1,23.6,21.4,0.279,0.464,0.328,56.2
"Parker, Mitchell",680730,WSH,CU,Curveball,-1.4,-9,594,22.0,144,0.296,0.504,0.365,29.0,19.4,16.2,0.311,0.509,0.366,48.1
"Sterner, Justin",686993,ATH,FF,4-Seam Fastball,1.0,6,570,52.2,144,0.171,0.35,0.292,24.7,21.5,16.6,0.199,0.413,0.312,42.6
"Kelly, Merrill",518876,TEX,FF,4-Seam Fastball,0.3,2,658,23.2,143,0.211,0.496,0.321,24.9,24.5,19.1,0.232,0.515,0.339,54.1
"Suarez, Ranger",624133,PHI,CH,Changeup,1.2,6,464,19.1,143,0.203,0.268,0.23,33.0,25.2,18.1,0.207,0.316,0.242,22.5
"Bibee, Tanner",676440,CLE,SI,Sinker,-0.4,-2,450,15.2,143,0.285,0.415,0.348,10.4,19.6,22.4,0.209,0.309,0.267,36.3
"Lee, Dylan",669276,ATL,SL,Slider,1.7,10,612,55.5,143,0.164,0.358,0.252,41.9,32.2,22.9,0.178,0.335,0.243,30.3
"Martin, Davis",663436,CWS,SL,Slider,-1.1,-5,497,21.5,142,0.22,0.472,0.344,30.1,21.8,20.8,0.228,0.477,0.334,33.0
"Berríos, José",621244,TOR,CH,Changeup,0.0,0,434,16.8,142,0.22,0.409,0.304,34.8,28.9,23.8,0.21,0.399,0.288,31.9
"Giolito, Lucas",608337,BOS,CH,Changeup,0.0,0,534,22.6,141,0.194,0.411,0.293,26.7,22.7,19.3,0.214,0.42,0.302,29.6
"Little, Brendon",663893,TOR,CU,Curveball,1.3,7,571,46.0,141,0.145,0.185,0.211,55.6,53.2,27.2,0.127,0.196,0.208,48.1
"Gilbert, Logan",669302,SEA,FS,Split-Finger,0.8,3,423,19.6,141,0.119,0.2,0.172,50.4,63.8,27.5,0.099,0.164,0.142,26.7
"Williams, Devin",642207,NYY,CH,Changeup,1.3,7,584,52.4,141,0.194,0.341,0.273,37.3,31.2,21.4,0.208,0.352,0.279,29.9
"Gallen, Zac",668678,AZ,CH,Changeup,0.9,5,501,16.0,140,0.202,0.282,0.269,30.2,16.4,15.1,0.212,0.328,0.282,30.4
"Vest, Will",676684,DET,FF,4-Seam Fastball,0.5,3,596,52.4,140,0.248,0.368,0.308,22.7,28.6,20.3,0.25,0.382,0.314,55.8
"Walker, Taijuan",592836,PHI,FC,Cutter,0.1,1,621,30.1,140,0.25,0.508,0.367,19.5,15.0,19.6,0.214,0.442,0.321,36.5
"Uceta, Edwin",670955,TB,CH,Changeup,1.0,5,472,38.9,140,0.216,0.344,0.281,36.0,31.4,26.2,0.244,0.412,0.319,38.1
"Brown, Hunter",686613,HOU,CU,Curveball,1.7,9,530,17.9,140,0.15,0.218,0.188,39.2,42.1,28.8,0.203,0.301,0.238,44.0
"Glasnow, Tyler",607192,LAD,FF,4-Seam Fastball,0.8,4,537,36.3,140,0.207,0.405,0.336,18.3,16.4,19.5,0.213,0.362,0.323,38.7
"Blalock, Bradley",687134,COL,FF,4-Seam Fastball,-4.2,-20,479,46.4,140,0.379,0.702,0.481,8.8,6.4,7.3,0.352,0.711,0.47,52.6
"Gaddis, Hunter",683769,CLE,SL,Slider,1.5,9,563,53.7,140,0.225,0.302,0.254,36.0,31.4,22.4,0.228,0.353,0.286,38.6
"Junk, Janson",676083,MIA,SL,Slider,1.0,4,447,27.6,139,0.246,0.369,0.284,22.8,17.3,15.5,0.298,0.494,0.353,39.8
"Williams, Gavin",668909,CLE,ST,Sweeper,0.9,5,583,19.9,139,0.181,0.283,0.242,44.0,42.4,25.9,0.179,0.319,0.251,38.6
"Sugano, Tomoyuki",608372,BAL,ST,Sweeper,-0.5,-2,509,19.8,139,0.289,0.467,0.335,21.9,11.5,10.1,0.261,0.416,0.296,36.7
"King, John",667463,STL,SI,Sinker,-0.2,-1,463,59.2,139,0.318,0.419,0.368,15.7,9.4,14.0,0.304,0.432,0.345,49.1
"Soto, Gregory",642397,NYM,SI,Sinker,-0.4,-2,541,52.5,139,0.314,0.39,0.389,16.2,12.9,18.8,0.276,0.405,0.352,41.6
"Mattson, Isaac",676755,PIT,FF,4-Seam Fastball,1.3,8,610,78.5,138,0.191,0.287,0.267,23.1,25.4,19.1,0.205,0.337,0.288,40.0
"Clase, Emmanuel",661403,CLE,FC,Cutter,1.1,6,514,68.9,138,0.266,0.347,0.3,29.9,21.7,22.7,0.243,0.349,0.291,41.8
"Kershaw, Clayton",477132,LAD,FF,4-Seam Fastball,-0.1,-1,612,34.6,138,0.27,0.385,0.341,7.0,7.2,11.4,0.282,0.383,0.334,41.6
"Henry, Cole",669371,WSH,FF,4-Seam Fastball,0.9,4,489,50.6,138,0.191,0.327,0.316,29.3,26.1,22.5,0.181,0.33,0.311,38.7
"Muñoz, Andrés",662253,SEA,SL,Slider,2.8,15,522,50.4,137,0.109,0.133,0.156,51.0,43.8,30.8,0.154,0.218,0.192,25.7
"Vesia, Alex",681911,LAD,FF,4-Seam Fastball,1.4,8,588,57.5,137,0.169,0.331,0.262,27.7,36.5,23.3,0.169,0.342,0.266,38.9
"Holmes, Grant",656550,ATL,FF,4-Seam Fastball,-2.1,-14,641,32.6,137,0.327,0.645,0.462,16.7,16.8,15.5,0.302,0.605,0.439,47.7
"Scott, Tanner",656945,LAD,FF,4-Seam Fastball,-0.8,-4,479,52.6,137,0.244,0.52,0.337,22.6,24.1,20.5,0.25,0.477,0.331,46.9
"Keller, Mitch",656605,PIT,SI,Sinker,0.6,3,510,17.8,136,0.262,0.418,0.338,13.5,15.4,19.6,0.245,0.388,0.31,49.0
"Kremer, Dean",665152,BAL,SI,Sinker,0.9,5,520,19.3,136,0.285,0.382,0.343,10.3,17.6,18.0,0.268,0.428,0.335,37.4
"Bassitt, Chris",605135,TOR,FC,Cutter,-0.3,-1,476,16.8,136,0.206,0.421,0.286,28.8,35.3,23.2,0.205,0.392,0.284,31.6
"Ashby, Aaron",676879,MIL,SI,Sinker,1.5,8,530,51.3,136,0.244,0.328,0.306,16.4,15.4,22.8,0.259,0.354,0.312,46.5
"Sheehan, Emmet",686218,LAD,FF,4-Seam Fastball,-0.3,-2,536,46.8,135,0.214,0.436,0.332,26.5,23.7,23.4,0.242,0.477,0.349,52.9
"Santana, Dennis",642701,PIT,SL,Slider,1.5,7,466,46.5,135,0.157,0.283,0.221,36.0,33.3,23.6,0.171,0.324,0.236,32.5
"Bergert, Ryan",686701,KC,FF,4-Seam Fastball,0.6,4,558,42.5,135,0.196,0.321,0.303,16.8,20.7,17.6,0.228,0.448,0.355,51.2
"Kikuchi, Yusei",579328,LAA,CU,Curveball,0.5,2,476,15.4,135,0.23,0.357,0.292,24.2,20.7,19.6,0.206,0.335,0.256,30.0
"Birdsong, Hayden",806185,SF,FF,4-Seam Fastball,-0.1,0,527,44.1,135,0.204,0.466,0.362,21.1,17.0,16.4,0.198,0.433,0.359,44.6
"Springs, Jeffrey",605488,ATH,SL,Slider,0.8,4,575,20.2,135,0.25,0.475,0.351,21.2,11.9,15.0,0.279,0.494,0.364,46.7
"Peterson, David",656849,NYM,FF,4-Seam Fastball,-1.2,-7,603,22.3,134,0.311,0.479,0.376,21.6,21.6,15.1,0.321,0.543,0.4,46.7
"De Los Santos, Enyel",660853,HOU,FF,4-Seam Fastball,-0.2,-1,540,48.9,134,0.292,0.483,0.374,25.4,24.6,20.5,0.288,0.495,0.368,50.0
"Sears, JP",676664,SD,ST,Sweeper,0.7,5,640,27.0,134,0.218,0.427,0.306,26.1,24.6,19.1,0.2,0.376,0.272,31.5
"Kittredge, Andrew",552640,CHC,SL,Slider,2.8,11,406,52.9,134,0.16,0.272,0.205,40.3,43.3,30.2,0.155,0.259,0.201,42.9
"Dreyer, Jack",676263,LAD,FF,4-Seam Fastball,2.3,12,517,45.1,134,0.197,0.325,0.268,22.6,20.9,21.2,0.211,0.38,0.297,40.9
"Cannon, Jonathan",686563,CWS,SI,Sinker,-2.7,-11,393,21.9,134,0.339,0.576,0.441,10.7,11.2,16.3,0.32,0.559,0.407,55.2
"Uribe, Abner",682842,MIL,SL,Slider,1.3,7,536,46.0,133,0.134,0.202,0.211,46.6,48.1,28.8,0.127,0.172,0.19,18.2
"Montero, Rafael",606160,DET,FS,Split-Finger,0.8,4,511,47.0,133,0.168,0.292,0.274,36.1,26.3,18.9,0.172,0.256,0.262,28.2
"Montgomery, Mason",682254,TB,FF,4-Seam Fastball,-1.3,-8,569,66.2,133,0.311,0.466,0.42,31.4,25.6,20.2,0.263,0.424,0.381,46.5
"Martinez, Nick",607259,CIN,CH,Changeup,-0.3,-2,510,19.8,132,0.192,0.384,0.263,29.6,23.5,15.7,0.191,0.323,0.24,24.2
"Bradley, Taj",671737,MIN,FC,Cutter,0.6,3,514,22.6,132,0.231,0.355,0.285,31.9,18.9,21.2,0.249,0.439,0.321,37.1
"Kolek, Stephen",663568,KC,SI,Sinker,0.8,3,407,24.1,132,0.267,0.31,0.328,13.1,9.8,15.3,0.272,0.363,0.328,51.5
"Bibee, Tanner",676440,CLE,CH,Changeup,-0.8,-4,450,15.2,132,0.22,0.415,0.301,38.7,35.6,22.3,0.175,0.325,0.25,23.0
"Rodríguez, Yariel",684320,TOR,SL,Slider,2.3,11,478,41.3,131,0.134,0.252,0.211,37.2,34.4,26.2,0.174,0.308,0.247,27.6
"Eisert, Brandon",685126,CWS,SL,Slider,-1.4,-6,434,35.7,131,0.298,0.512,0.37,28.6,22.1,21.3,0.248,0.447,0.322,38.3
